gene,databases_count,peptideatlas,hpa_ms,hpa_pea,gpmdb,paxdb
VDAC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
VDAC2,4,TRUE,TRUE,FALSE,TRUE,TRUE
VDAC3,4,TRUE,TRUE,FALSE,TRUE,TRUE
VEGFA,3,TRUE,TRUE,TRUE,FALSE,FALSE
VEGFC,4,TRUE,TRUE,TRUE,FALSE,TRUE
VEGFD,4,TRUE,TRUE,TRUE,FALSE,TRUE
VGF,3,TRUE,TRUE,FALSE,FALSE,TRUE
VIL1,4,TRUE,TRUE,FALSE,TRUE,TRUE
VIM,5,TRUE,TRUE,TRUE,TRUE,TRUE
VIP,2,TRUE,FALSE,FALSE,FALSE,TRUE
VIT,3,TRUE,TRUE,FALSE,FALSE,TRUE
VLDLR,3,TRUE,TRUE,FALSE,FALSE,TRUE
VMO1,5,TRUE,TRUE,TRUE,TRUE,TRUE
VNN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
VNN2,4,TRUE,TRUE,TRUE,FALSE,TRUE
VPREB1,3,TRUE,TRUE,FALSE,FALSE,TRUE
VPS13C,3,TRUE,TRUE,FALSE,TRUE,FALSE
VPS18,2,TRUE,FALSE,FALSE,FALSE,TRUE
VPS25,1,TRUE,FALSE,FALSE,FALSE,FALSE
VPS26A,3,TRUE,TRUE,FALSE,FALSE,TRUE
VPS26B,3,TRUE,TRUE,FALSE,FALSE,TRUE
VPS28,3,TRUE,TRUE,FALSE,FALSE,TRUE
VPS29,4,TRUE,TRUE,FALSE,TRUE,TRUE
VPS35,3,TRUE,TRUE,FALSE,FALSE,TRUE
VPS37A,3,TRUE,FALSE,TRUE,FALSE,TRUE
VPS45,2,TRUE,TRUE,FALSE,FALSE,FALSE
VPS4B,4,TRUE,TRUE,FALSE,TRUE,TRUE
VSIG4,5,TRUE,TRUE,TRUE,TRUE,TRUE
VSIG8,3,TRUE,TRUE,FALSE,FALSE,TRUE
VSIR,4,TRUE,TRUE,TRUE,FALSE,TRUE
VSTM2A,3,TRUE,TRUE,FALSE,FALSE,TRUE
VSTM2B,2,TRUE,FALSE,FALSE,FALSE,TRUE
VTA1,4,TRUE,TRUE,TRUE,FALSE,TRUE
VTN,4,TRUE,TRUE,FALSE,TRUE,TRUE
VWA1,4,TRUE,TRUE,TRUE,FALSE,TRUE
VWA5A,3,TRUE,TRUE,FALSE,FALSE,TRUE
VWA7,3,TRUE,TRUE,FALSE,FALSE,TRUE
VWC2,4,TRUE,TRUE,TRUE,FALSE,TRUE
VWCE,3,TRUE,TRUE,FALSE,FALSE,TRUE
VWF,5,TRUE,TRUE,TRUE,TRUE,TRUE
WARS1,3,TRUE,TRUE,FALSE,FALSE,TRUE
WAS,4,TRUE,TRUE,TRUE,FALSE,TRUE
WASF2,3,TRUE,TRUE,FALSE,FALSE,TRUE
WASF3,4,TRUE,TRUE,TRUE,FALSE,TRUE
WBP11,2,TRUE,FALSE,FALSE,FALSE,TRUE
WBP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
WDR1,4,TRUE,TRUE,FALSE,TRUE,TRUE
WDR12,2,TRUE,FALSE,FALSE,FALSE,TRUE
WDR43,2,TRUE,FALSE,FALSE,FALSE,TRUE
WDR44,4,TRUE,TRUE,FALSE,TRUE,TRUE
WDR77,3,TRUE,TRUE,FALSE,FALSE,TRUE
WFDC1,3,TRUE,TRUE,FALSE,FALSE,TRUE
WFDC12,4,TRUE,TRUE,TRUE,FALSE,TRUE
WFDC2,5,TRUE,TRUE,TRUE,TRUE,TRUE
WFIKKN2,4,TRUE,TRUE,TRUE,FALSE,TRUE
WIPF1,3,TRUE,TRUE,FALSE,FALSE,TRUE
WIPI2,1,TRUE,FALSE,FALSE,FALSE,FALSE
WNK1,3,TRUE,TRUE,FALSE,FALSE,TRUE
XDH,3,TRUE,TRUE,FALSE,FALSE,TRUE
XPNPEP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
XPNPEP2,4,TRUE,TRUE,TRUE,FALSE,TRUE
XPO1,4,TRUE,TRUE,FALSE,TRUE,TRUE
XPO5,4,TRUE,TRUE,FALSE,TRUE,TRUE
XPO7,3,TRUE,TRUE,FALSE,FALSE,TRUE
XRCC5,4,TRUE,TRUE,FALSE,TRUE,TRUE
XRCC6,4,TRUE,TRUE,FALSE,TRUE,TRUE
XRN2,2,TRUE,FALSE,FALSE,FALSE,TRUE
XXYLT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
XYLB,4,TRUE,TRUE,FALSE,TRUE,TRUE
XYLT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
XYLT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
YARS1,3,TRUE,TRUE,FALSE,FALSE,TRUE
YARS2,2,TRUE,FALSE,FALSE,FALSE,TRUE
YBX1,4,TRUE,TRUE,FALSE,TRUE,TRUE
YBX3,3,TRUE,TRUE,FALSE,FALSE,TRUE
YKT6,3,TRUE,TRUE,FALSE,FALSE,TRUE
YOD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
YWHAB,4,TRUE,TRUE,FALSE,TRUE,TRUE
YWHAE,4,TRUE,TRUE,FALSE,TRUE,TRUE
YWHAG,4,TRUE,TRUE,FALSE,TRUE,TRUE
YWHAH,4,TRUE,TRUE,FALSE,TRUE,TRUE
YWHAQ,4,TRUE,TRUE,FALSE,TRUE,TRUE
YWHAZ,4,TRUE,TRUE,FALSE,TRUE,TRUE
ZAP70,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZBTB8OS,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZC3H15,2,TRUE,FALSE,FALSE,FALSE,TRUE
ZC3HAV1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZFAND1,2,TRUE,FALSE,FALSE,FALSE,TRUE
ZFHX4,3,TRUE,TRUE,FALSE,TRUE,FALSE
ZFR,2,TRUE,FALSE,FALSE,FALSE,TRUE
ZG16,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZG16B,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZIC5,3,TRUE,TRUE,FALSE,TRUE,FALSE
ZMPSTE24,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZNF185,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZNF326,2,TRUE,FALSE,FALSE,FALSE,TRUE
ZNRF2,2,TRUE,FALSE,FALSE,FALSE,TRUE
ZRANB2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ZYX,4,TRUE,TRUE,FALSE,TRUE,TRUE
BOLA2B,3,FALSE,TRUE,FALSE,TRUE,TRUE
C11orf54,1,FALSE,TRUE,FALSE,FALSE,FALSE
C11orf58,1,FALSE,TRUE,FALSE,FALSE,FALSE
C16orf89,1,FALSE,TRUE,FALSE,FALSE,FALSE
C19orf33,1,FALSE,TRUE,FALSE,FALSE,FALSE
C1orf116,1,FALSE,TRUE,FALSE,FALSE,FALSE
C1orf198,1,FALSE,TRUE,FALSE,FALSE,FALSE
C1orf56,1,FALSE,TRUE,FALSE,FALSE,FALSE
C1orf68,1,FALSE,TRUE,FALSE,FALSE,FALSE
C20orf27,1,FALSE,TRUE,FALSE,FALSE,FALSE
C2orf88,1,FALSE,TRUE,FALSE,FALSE,FALSE
C3orf85,1,FALSE,TRUE,FALSE,FALSE,FALSE
C4orf48,1,FALSE,TRUE,FALSE,FALSE,FALSE
C5orf46,1,FALSE,TRUE,FALSE,FALSE,FALSE
C6orf120,1,FALSE,TRUE,FALSE,FALSE,FALSE
C6orf58,1,FALSE,TRUE,FALSE,FALSE,FALSE
C8orf33,1,FALSE,TRUE,FALSE,FALSE,FALSE
C9orf40,1,FALSE,TRUE,FALSE,FALSE,FALSE
C9orf64,1,FALSE,TRUE,FALSE,FALSE,FALSE
CKMT1B,2,FALSE,TRUE,FALSE,FALSE,TRUE
H3-3B,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C11,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C12,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C13,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C14,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C15,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C16,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C2,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C3,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C4,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C5,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C6,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C8,2,FALSE,TRUE,FALSE,FALSE,TRUE
H4C9,2,FALSE,TRUE,FALSE,FALSE,TRUE
HBA2,3,FALSE,TRUE,FALSE,TRUE,TRUE
HSPB11,1,FALSE,TRUE,FALSE,FALSE,FALSE
IGHV4-31,1,FALSE,TRUE,FALSE,FALSE,FALSE
IGKV1D-13,1,FALSE,TRUE,FALSE,FALSE,FALSE
LGALS7B,3,FALSE,TRUE,FALSE,TRUE,TRUE
METTL7A,1,FALSE,TRUE,FALSE,FALSE,FALSE
PRH2,2,FALSE,TRUE,FALSE,FALSE,TRUE
RNF213,2,FALSE,TRUE,FALSE,FALSE,TRUE
SLC9A3R1,2,FALSE,TRUE,FALSE,TRUE,FALSE
SLC9A3R2,1,FALSE,TRUE,FALSE,FALSE,FALSE
UROS,2,FALSE,TRUE,FALSE,FALSE,TRUE
AARSD1,3,FALSE,FALSE,TRUE,TRUE,TRUE
ABL1,1,FALSE,FALSE,TRUE,FALSE,FALSE
ACVRL1,1,FALSE,FALSE,TRUE,FALSE,FALSE
ADAMTS15,1,FALSE,FALSE,TRUE,FALSE,FALSE
ADAMTS16,1,FALSE,FALSE,TRUE,FALSE,FALSE
ADCYAP1R1,1,FALSE,FALSE,TRUE,FALSE,FALSE
ADGRE2,2,FALSE,FALSE,TRUE,FALSE,TRUE
AGRP,1,FALSE,FALSE,TRUE,FALSE,FALSE
AKT1S1,1,FALSE,FALSE,TRUE,FALSE,FALSE
AKT3,1,FALSE,FALSE,TRUE,FALSE,FALSE
ALPP,2,FALSE,FALSE,TRUE,FALSE,TRUE
AMFR,1,FALSE,FALSE,TRUE,FALSE,FALSE
AMN,1,FALSE,FALSE,TRUE,FALSE,FALSE
AMY2A,2,FALSE,FALSE,TRUE,TRUE,FALSE
AMY2B,3,FALSE,FALSE,TRUE,TRUE,TRUE
ANKRD54,1,FALSE,FALSE,TRUE,FALSE,FALSE
APBB1IP,1,FALSE,FALSE,TRUE,FALSE,FALSE
AREG,1,FALSE,FALSE,TRUE,FALSE,FALSE
ARHGAP25,2,FALSE,FALSE,TRUE,FALSE,TRUE
ARID4B,2,FALSE,FALSE,TRUE,FALSE,TRUE
ARNT,1,FALSE,FALSE,TRUE,FALSE,FALSE
ARSB,2,FALSE,FALSE,TRUE,FALSE,TRUE
ARTN,1,FALSE,FALSE,TRUE,FALSE,FALSE
ATF2,1,FALSE,FALSE,TRUE,FALSE,FALSE
AXIN1,2,FALSE,FALSE,TRUE,FALSE,TRUE
BACH1,1,FALSE,FALSE,TRUE,FALSE,FALSE
BAMBI,1,FALSE,FALSE,TRUE,FALSE,FALSE
BANK1,2,FALSE,FALSE,TRUE,FALSE,TRUE
BCL2L11,1,FALSE,FALSE,TRUE,FALSE,FALSE
BCR,1,FALSE,FALSE,TRUE,FALSE,FALSE
BIRC2,1,FALSE,FALSE,TRUE,FALSE,FALSE
BTC,1,FALSE,FALSE,TRUE,FALSE,FALSE
BTN2A1,2,FALSE,FALSE,TRUE,FALSE,TRUE
BTN3A2,1,FALSE,FALSE,TRUE,FALSE,FALSE
C19orf12,1,FALSE,FALSE,TRUE,FALSE,FALSE
C2CD2L,2,FALSE,FALSE,TRUE,FALSE,TRUE
CA14,1,FALSE,FALSE,TRUE,FALSE,FALSE
CA5A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CA9,1,FALSE,FALSE,TRUE,FALSE,FALSE
CALCOCO1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CAMKK1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CASP1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CASP10,1,FALSE,FALSE,TRUE,FALSE,FALSE
CASP2,1,FALSE,FALSE,TRUE,FALSE,FALSE
CASP8,1,FALSE,FALSE,TRUE,FALSE,FALSE
CBLIF,1,FALSE,FALSE,TRUE,FALSE,FALSE
CC2D1A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL11,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL13,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL17,2,FALSE,FALSE,TRUE,FALSE,TRUE
CCL19,2,FALSE,FALSE,TRUE,FALSE,TRUE
CCL2,2,FALSE,FALSE,TRUE,FALSE,TRUE
CCL20,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL22,2,FALSE,FALSE,TRUE,FALSE,TRUE
CCL24,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL25,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL26,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL3,2,FALSE,FALSE,TRUE,FALSE,TRUE
CCL4,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL7,1,FALSE,FALSE,TRUE,FALSE,FALSE
CCL8,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD207,2,FALSE,FALSE,TRUE,FALSE,TRUE
CD274,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD28,2,FALSE,FALSE,TRUE,FALSE,TRUE
CD300C,2,FALSE,FALSE,TRUE,FALSE,TRUE
CD300E,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD38,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD4,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD40,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD5,2,FALSE,FALSE,TRUE,TRUE,FALSE
CD63,2,FALSE,FALSE,TRUE,FALSE,TRUE
CD69,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD70,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD79B,1,FALSE,FALSE,TRUE,FALSE,FALSE
CD83,1,FALSE,FALSE,TRUE,FALSE,FALSE
CDC27,1,FALSE,FALSE,TRUE,FALSE,FALSE
CDKN1A,2,FALSE,FALSE,TRUE,FALSE,TRUE
CDKN2D,2,FALSE,FALSE,TRUE,FALSE,TRUE
CDNF,1,FALSE,FALSE,TRUE,FALSE,FALSE
CEACAM21,1,FALSE,FALSE,TRUE,FALSE,FALSE
CEACAM3,2,FALSE,FALSE,TRUE,FALSE,TRUE
CEBPB,1,FALSE,FALSE,TRUE,FALSE,FALSE
CEP164,1,FALSE,FALSE,TRUE,FALSE,FALSE
CEP85,1,FALSE,FALSE,TRUE,FALSE,FALSE
CETN2,2,FALSE,FALSE,TRUE,FALSE,TRUE
CFC1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CGA,2,FALSE,FALSE,TRUE,FALSE,TRUE
CHAC2,1,FALSE,FALSE,TRUE,FALSE,FALSE
CHEK2,1,FALSE,FALSE,TRUE,FALSE,FALSE
CHMP1A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC10A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC1A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC4A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC4C,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC4D,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC4G,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC5A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC6A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLEC7A,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLPP,2,FALSE,FALSE,TRUE,FALSE,TRUE
CLSPN,1,FALSE,FALSE,TRUE,FALSE,FALSE
CLUL1,3,FALSE,FALSE,TRUE,TRUE,TRUE
CNPY4,2,FALSE,FALSE,TRUE,FALSE,TRUE
CNTNAP2,1,FALSE,FALSE,TRUE,FALSE,FALSE
CRACR2A,2,FALSE,FALSE,TRUE,FALSE,TRUE
CRADD,1,FALSE,FALSE,TRUE,FALSE,FALSE
CRHR1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CRLF1,2,FALSE,FALSE,TRUE,FALSE,TRUE
CRX,1,FALSE,FALSE,TRUE,FALSE,FALSE
CSF3,1,FALSE,FALSE,TRUE,FALSE,FALSE
CTF1,1,FALSE,FALSE,TRUE,FALSE,FALSE
CTRC,2,FALSE,FALSE,TRUE,FALSE,TRUE
CXCL1,2,FALSE,FALSE,TRUE,FALSE,TRUE
CXCL10,1,FALSE,FALSE,TRUE,FALSE,FALSE
CXCL11,1,FALSE,FALSE,TRUE,FALSE,FALSE
CXCL13,1,FALSE,FALSE,TRUE,FALSE,FALSE
CXCL14,2,FALSE,FALSE,TRUE,FALSE,TRUE
CXCL3,2,FALSE,FALSE,TRUE,FALSE,TRUE
CXCL6,2,FALSE,FALSE,TRUE,FALSE,TRUE
CXCL8,1,FALSE,FALSE,TRUE,FALSE,FALSE
CXCL9,1,FALSE,FALSE,TRUE,FALSE,FALSE
DCTN6,1,FALSE,FALSE,TRUE,FALSE,FALSE
DGKZ,1,FALSE,FALSE,TRUE,FALSE,FALSE
DIABLO,1,FALSE,FALSE,TRUE,FALSE,FALSE
DKK1,1,FALSE,FALSE,TRUE,FALSE,FALSE
DKK4,1,FALSE,FALSE,TRUE,FALSE,FALSE
DKKL1,1,FALSE,FALSE,TRUE,FALSE,FALSE
DNAJB8,1,FALSE,FALSE,TRUE,FALSE,FALSE
DNMBP,2,FALSE,FALSE,TRUE,FALSE,TRUE
DPP10,1,FALSE,FALSE,TRUE,FALSE,FALSE
DPP6,1,FALSE,FALSE,TRUE,FALSE,FALSE
DRAXIN,2,FALSE,FALSE,TRUE,FALSE,TRUE
DRG2,2,FALSE,FALSE,TRUE,FALSE,TRUE
DTX3,1,FALSE,FALSE,TRUE,FALSE,FALSE
DUOX2,1,FALSE,FALSE,TRUE,FALSE,FALSE
EBAG9,1,FALSE,FALSE,TRUE,FALSE,FALSE
EDA2R,1,FALSE,FALSE,TRUE,FALSE,FALSE
EDAR,1,FALSE,FALSE,TRUE,FALSE,FALSE
EDIL3,1,FALSE,FALSE,TRUE,FALSE,FALSE
EFNA4,1,FALSE,FALSE,TRUE,FALSE,FALSE
EGFL7,1,FALSE,FALSE,TRUE,FALSE,FALSE
EGLN1,1,FALSE,FALSE,TRUE,FALSE,FALSE
EIF5A,3,FALSE,FALSE,TRUE,TRUE,TRUE
ELOA,1,FALSE,FALSE,TRUE,FALSE,FALSE
ENTPD2,1,FALSE,FALSE,TRUE,FALSE,FALSE
EPHA10,2,FALSE,FALSE,TRUE,FALSE,TRUE
EPO,2,FALSE,FALSE,TRUE,FALSE,TRUE
EREG,1,FALSE,FALSE,TRUE,FALSE,FALSE
F2R,1,FALSE,FALSE,TRUE,FALSE,FALSE
F3,2,FALSE,FALSE,TRUE,FALSE,TRUE
FABP9,1,FALSE,FALSE,TRUE,FALSE,FALSE
FASLG,2,FALSE,FALSE,TRUE,FALSE,TRUE
FCAR,1,FALSE,FALSE,TRUE,FALSE,FALSE
FCGR2B,3,FALSE,FALSE,TRUE,TRUE,TRUE
FCGR3B,2,FALSE,FALSE,TRUE,TRUE,FALSE
FCRL2,1,FALSE,FALSE,TRUE,FALSE,FALSE
FCRL3,1,FALSE,FALSE,TRUE,FALSE,FALSE
FCRL6,2,FALSE,FALSE,TRUE,FALSE,TRUE
FCRLB,1,FALSE,FALSE,TRUE,FALSE,FALSE
FES,1,FALSE,FALSE,TRUE,FALSE,FALSE
FGF19,1,FALSE,FALSE,TRUE,FALSE,FALSE
FGF2,2,FALSE,FALSE,TRUE,FALSE,TRUE
FGF5,2,FALSE,FALSE,TRUE,FALSE,TRUE
FGR,2,FALSE,FALSE,TRUE,FALSE,TRUE
FKBP1B,2,FALSE,FALSE,TRUE,TRUE,FALSE
FKBP7,1,FALSE,FALSE,TRUE,FALSE,FALSE
FLI1,2,FALSE,FALSE,TRUE,FALSE,TRUE
FLT3LG,2,FALSE,FALSE,TRUE,FALSE,TRUE
FMR1,2,FALSE,FALSE,TRUE,FALSE,TRUE
FOSB,1,FALSE,FALSE,TRUE,FALSE,FALSE
FOXO1,1,FALSE,FALSE,TRUE,FALSE,FALSE
FOXO3,1,FALSE,FALSE,TRUE,FALSE,FALSE
FXN,2,FALSE,FALSE,TRUE,FALSE,TRUE
FXYD5,1,FALSE,FALSE,TRUE,FALSE,FALSE
GBP2,2,FALSE,FALSE,TRUE,FALSE,TRUE
GBP4,1,FALSE,FALSE,TRUE,FALSE,FALSE
GDNF,1,FALSE,FALSE,TRUE,FALSE,FALSE
GFER,1,FALSE,FALSE,TRUE,FALSE,FALSE
GFOD2,1,FALSE,FALSE,TRUE,FALSE,FALSE
GHRHR,1,FALSE,FALSE,TRUE,FALSE,FALSE
GLT8D2,1,FALSE,FALSE,TRUE,FALSE,FALSE
GNE,2,FALSE,FALSE,TRUE,FALSE,TRUE
GOPC,2,FALSE,FALSE,TRUE,FALSE,TRUE
GPA33,2,FALSE,FALSE,TRUE,FALSE,TRUE
GPC5,1,FALSE,FALSE,TRUE,FALSE,FALSE
GPKOW,2,FALSE,FALSE,TRUE,FALSE,TRUE
GRK5,2,FALSE,FALSE,TRUE,FALSE,TRUE
GSAP,1,FALSE,FALSE,TRUE,FALSE,FALSE
GSTA1,3,FALSE,FALSE,TRUE,TRUE,TRUE
GSTA3,3,FALSE,FALSE,TRUE,TRUE,TRUE
GZMA,2,FALSE,FALSE,TRUE,FALSE,TRUE
GZMB,2,FALSE,FALSE,TRUE,FALSE,TRUE
GZMH,3,FALSE,FALSE,TRUE,TRUE,TRUE
HAVCR1,1,FALSE,FALSE,TRUE,FALSE,FALSE
HBEGF,1,FALSE,FALSE,TRUE,FALSE,FALSE
HEXIM1,2,FALSE,FALSE,TRUE,FALSE,TRUE
HS3ST3B1,2,FALSE,FALSE,TRUE,FALSE,TRUE
ICA1,1,FALSE,FALSE,TRUE,FALSE,FALSE
ICAM4,1,FALSE,FALSE,TRUE,FALSE,FALSE
IDI2,1,FALSE,FALSE,TRUE,FALSE,FALSE
IFNG,1,FALSE,FALSE,TRUE,FALSE,FALSE
IFNGR1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IFNGR2,1,FALSE,FALSE,TRUE,FALSE,FALSE
IFNL1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IFNLR1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IGFBPL1,2,FALSE,FALSE,TRUE,FALSE,TRUE
IGSF3,2,FALSE,FALSE,TRUE,FALSE,TRUE
IKBKG,1,FALSE,FALSE,TRUE,FALSE,FALSE
IKZF2,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL10,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL10RA,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL11,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL12B,2,FALSE,FALSE,TRUE,FALSE,TRUE
IL12RB1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL13,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL15,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL15RA,2,FALSE,FALSE,TRUE,FALSE,TRUE
IL17A,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL17C,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL17D,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL17F,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL17RB,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL18R1,2,FALSE,FALSE,TRUE,FALSE,TRUE
IL18RAP,3,FALSE,FALSE,TRUE,TRUE,TRUE
IL19,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL1A,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL1B,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL1RL2,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL2,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL20,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL20RA,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL22RA1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL24,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL2RB,2,FALSE,FALSE,TRUE,FALSE,TRUE
IL32,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL33,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL34,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL3RA,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL4,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL5,1,FALSE,FALSE,TRUE,FALSE,FALSE
IL7,1,FALSE,FALSE,TRUE,FALSE,FALSE
ILKAP,2,FALSE,FALSE,TRUE,FALSE,TRUE
ING1,1,FALSE,FALSE,TRUE,FALSE,FALSE
INPPL1,2,FALSE,FALSE,TRUE,FALSE,TRUE
IPCEF1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IRAK1,1,FALSE,FALSE,TRUE,FALSE,FALSE
IRAK4,1,FALSE,FALSE,TRUE,FALSE,FALSE
ITGB1BP1,1,FALSE,FALSE,TRUE,FALSE,FALSE
ITGB1BP2,1,FALSE,FALSE,TRUE,FALSE,FALSE
ITGB6,3,FALSE,FALSE,TRUE,TRUE,TRUE
ITM2A,1,FALSE,FALSE,TRUE,FALSE,FALSE
IVD,2,FALSE,FALSE,TRUE,FALSE,TRUE
JUN,2,FALSE,FALSE,TRUE,FALSE,TRUE
KCNIP4,1,FALSE,FALSE,TRUE,FALSE,FALSE
KEL,1,FALSE,FALSE,TRUE,FALSE,FALSE
KIFBP,2,FALSE,FALSE,TRUE,FALSE,TRUE
KIR2DL3,2,FALSE,FALSE,TRUE,FALSE,TRUE
KIR3DL1,2,FALSE,FALSE,TRUE,FALSE,TRUE
KIRREL2,2,FALSE,FALSE,TRUE,TRUE,FALSE
KLK12,2,FALSE,FALSE,TRUE,FALSE,TRUE
KLK14,2,FALSE,FALSE,TRUE,FALSE,TRUE
KLK4,1,FALSE,FALSE,TRUE,FALSE,FALSE
KLRB1,2,FALSE,FALSE,TRUE,FALSE,TRUE
KLRD1,1,FALSE,FALSE,TRUE,FALSE,FALSE
LAIR2,1,FALSE,FALSE,TRUE,FALSE,FALSE
LAT2,1,FALSE,FALSE,TRUE,FALSE,FALSE
LBR,2,FALSE,FALSE,TRUE,FALSE,TRUE
LEFTY2,2,FALSE,FALSE,TRUE,FALSE,TRUE
LGALS8,2,FALSE,FALSE,TRUE,FALSE,TRUE
LGALS9,2,FALSE,FALSE,TRUE,FALSE,TRUE
LHB,1,FALSE,FALSE,TRUE,FALSE,FALSE
LIF,1,FALSE,FALSE,TRUE,FALSE,FALSE
LPCAT2,1,FALSE,FALSE,TRUE,FALSE,FALSE
LTA,1,FALSE,FALSE,TRUE,FALSE,FALSE
LTO1,1,FALSE,FALSE,TRUE,FALSE,FALSE
LYPD1,1,FALSE,FALSE,TRUE,FALSE,FALSE
LYPD8,1,FALSE,FALSE,TRUE,FALSE,FALSE
MAD1L1,1,FALSE,FALSE,TRUE,FALSE,FALSE
MAEA,1,FALSE,FALSE,TRUE,FALSE,FALSE
MAGED1,2,FALSE,FALSE,TRUE,FALSE,TRUE
MAP2K6,1,FALSE,FALSE,TRUE,FALSE,FALSE
MAP3K5,2,FALSE,FALSE,TRUE,FALSE,TRUE
MAP4K5,2,FALSE,FALSE,TRUE,FALSE,TRUE
